﻿icd_code,cn_title
B053,"麻疹并发中耳炎"
B054,"伴有肠道并发症的麻疹"
B058,"麻疹伴其他并发症"
B0581,"麻疹角膜炎和角膜结膜炎"
B0589,"其他麻疹并发症"
B059,"无并发症的麻疹"
B06,"风疹 [德国麻疹]"
B060,"风疹伴神经系统并发症"
B0600,"风疹伴神经系统并发症，未指定"
B0601,"风疹脑炎"
B0602,"风疹性脑膜炎"
B0609,"风疹的其他神经系统并发症"
B068,"风疹伴其他并发症"
B0681,"风疹肺炎"
B0682,"风疹关节炎"
B0689,"其他风疹并发症"
B069,"无并发症的风疹"
B07,"病毒性疣"
B070,"跖疣"
B078,"其他病毒性疣"
B079,"病毒疣，未指定"
B08,"其他以皮肤和黏膜病变为特征的病毒感染，未在其他部位分类"
B080,"其他正痘病毒感染"
B0801,"牛痘和牛痘不是来自疫苗"
B08010,"牛痘"
B08011,"不是疫苗引起的牛痘"
B0802,"Orf 病毒病"
B0803,"假牛痘 [挤奶淋巴结]"
B0804,"副牛蜡，未指定"
B0809,"其他正痘病毒感染"
B081,"传染性软疣"
B082,"皮疹 [第六病]"
B0820,"皮疹 [第六病]，未指定"
B0821,"人类疱疹病毒 6 引起的皮疹 [第六病]"
B0822,"人类疱疹病毒 7 引起的皮疹 [第六病]"
B083,"传染性红斑 [第五病]"
B084,"肠病毒性水疱性口炎伴皮疹"
B085,"肠道病毒性水疱性咽炎"
B086,"副痘病毒感染"
B0860,"副痘病毒感染，未明确"
B0861,"牛口腔炎"
B0862,"海豹痘"
B0869,"其他副痘病毒感染"
B087,"Yatapox病毒感染"
B0870,"Yatapox病毒感染，未指定"
B0871,"Tanapox 病毒病"
B0872,"Yaba 痘病毒病"
B0879,"其他 yatapoxvirus 感染"
B088,"其他以皮肤和粘膜病变为特征的特定病毒感染"
B09,"以皮肤和粘膜病变为特征的不明病毒感染"
B10,"其他人类疱疹病毒"
B100,"其他人类疱疹病毒性脑炎"
B1001,"人类疱疹病毒 6 型脑炎"
B1009,"其他人类疱疹病毒性脑炎"
B108,"其他人类疱疹病毒感染"
B1081,"人疱疹病毒 6 型感染"
B1082,"人类疱疹病毒 7 型感染"
B1089,"其他人类疱疹病毒感染"
B15,"急性甲型肝炎"
B150,"甲型肝炎伴肝昏迷"
B159,"无肝昏迷的甲型肝炎"
B16,"急性乙型肝炎"
B160,"急性乙型肝炎伴 delta 药物伴肝昏迷"
B161,"急性乙型肝炎伴 delta 药物，无肝昏迷"
B162,"无 delta 药物的急性乙型肝炎伴肝昏迷"
B169,"无 delta 药物且无肝昏迷的急性乙型肝炎"
B17,"其他急性病毒性肝炎"
B170,"乙型肝炎携带者的急性 delta-（super） 感染"
B171,"急性丙型肝炎"
B1710,"无肝昏迷的急性丙型肝炎"
B1711,"急性丙型肝炎伴肝昏迷"
B172,"急性戊型肝炎"
B178,"其他特定的急性病毒性肝炎"
B179,"急性病毒性肝炎，未明确"
B18,"慢性病毒性肝炎"
B180,"带有 delta 药物的慢性病毒性乙型肝炎"
B181,"无 delta 药物的慢性病毒性乙型肝炎"
B182,"慢性病毒性丙型肝炎"
B188,"其他慢性病毒性肝炎"
B189,"慢性病毒性肝炎，未明确"
B19,"未指明的病毒性肝炎"
B190,"未指定的病毒性肝炎伴肝昏迷"
B191,"未指明的病毒性乙型肝炎"
B1910,"无肝昏迷的未指明病毒性乙型肝炎"
B1911,"未指明的病毒性乙型肝炎伴肝昏迷"
B192,"未指明的病毒性丙型肝炎"
B1920,"未指明的病毒性丙型肝炎，无肝昏迷"
B1921,"未指明的病毒性丙型肝炎伴肝昏迷"
B199,"不明病毒性肝炎，无肝昏迷"
B20,"人类免疫缺陷病毒 [HIV] 病"
B25,"巨细胞病毒病"
B250,"巨细胞病毒性肺炎"
B251,"巨细胞病毒性肝炎"
B252,"巨细胞病毒性胰腺炎"
B258,"其他巨细胞病毒病"
B259,"巨细胞病毒病，未明确"
B26,"腮腺炎"
B260,"流行性腮腺炎性睾丸炎"
B261,"流行性腮腺炎性脑膜炎"
B262,"流行性腮腺炎脑炎"
B263,"流行性腮腺炎胰腺炎"
B268,"流行性腮腺炎伴有其他并发症"
B2681,"流行性腮腺炎肝炎"
B2682,"流行性腮腺炎心肌炎"
B2683,"流行性腮腺炎肾炎"
B2684,"流行性腮腺炎多发性神经病"
B2685,"流行性腮腺炎关节炎"
B2689,"其他流行性腮腺炎并发症"
B269,"无并发症的流行性腮腺炎"
B27,"传染性单核细胞增多症"
B270,"γ疱疹病毒性单核细胞增多症"
B2700,"无并发症的 γ 疱疹病毒性单核细胞增多症"
B2701,"γ疱疹病毒性单核细胞增多症伴多发性神经病"
B2702,"γ疱疹病毒性单核细胞增多症伴脑膜炎"
B2709,"γ疱疹病毒性单核细胞增多症伴其他并发症"
B271,"巨细胞病毒单核细胞增多症"
B2710,"无并发症的巨细胞病毒单核细胞增多症"
B2711,"巨细胞病毒单核细胞增多症伴多发性神经病"
B2712,"巨细胞病毒单核细胞增多症伴脑膜炎"
B2719,"巨细胞病毒单核细胞增多症伴其他并发症"
B278,"其他传染性单核细胞增多症"
B2780,"其他无并发症的感染性单核细胞增多症"
B2781,"其他感染性单核细胞增多症伴多发性神经病"
B2782,"其他感染性单核细胞增多症伴脑膜炎"
B2789,"其他感染性单核细胞增多症伴其他并发症"
B279,"传染性单核细胞增多症，未指定"
B2790,"传染性单核细胞增多症，未分类，无并发症"
B2791,"感染性单核细胞增多症，未特指的多发性神经病"
B2792,"传染性单核细胞增多症，未特指的脑膜炎"
B2799,"传染性单核细胞增多症，未明确其他并发症"
B30,"病毒性结膜炎"
B300,"腺病毒引起的角膜结膜炎"
B301,"腺病毒引起的结膜炎"
B302,"病毒性咽结膜炎"
B303,"急性流行性出血性结膜炎（肠道病毒性）"
B308,"其他病毒性结膜炎"
B309,"病毒性结膜炎，未指定"
B33,"其他未分类的病毒性疾病"
B330,"流行性肌痛"
B331,"Ross River 病"
B332,"病毒性心脏炎"
B3320,"病毒性心脏炎，未指定"
B3321,"病毒性心内膜炎"
B3322,"性 心肌炎"
B3323,"病毒性心包炎"
B3324,"病毒性心肌病"
B333,"逆转录病毒感染，未分类"
B334,"汉坦病毒（心肺）-肺综合征 [HPS]"
B338,"其他特定病毒性疾病"
B34,"未指定部位的病毒感染"
B340,"腺病毒感染，未明确"
B341,"肠道病毒感染，未指定"
B342,"冠状病毒感染，未指定"
B343,"细小病毒感染，未指定"
B344,"巴波瓦病毒感染，未指定"
B348,"其他未指定部位的病毒感染"
B349,"病毒感染，未明确"
B35,"脚气"
B350,"须癣和头癣"
B351,"癣 unguium"
B352,"手癣"
B353,"足癣"
B354,"体癣"
B355,"癣"
B356,"股癣"
B358,"其他皮肤癣菌病"
B359,"皮肤癣菌病，未指定"
B36,"其他浅表性真菌病"
B360,"花斑糠疹"
B361,"黑癣"
B362,"白色 piedra"
B363,"黑色 piedra"
B368,"其他特定的浅表真菌病"
B369,"浅表性真菌病，未指定"
B37,"念珠菌病"
B370,"念珠菌性口炎"
B371,"肺念珠菌病"
B372,"皮肤和指甲念珠菌病"
B373,"外阴和阴道念珠菌病"
B3731,"外阴和阴道急性念珠菌病"
B3732,"外阴和阴道慢性念珠菌病"
B374,"其他泌尿生殖系统部位的念珠菌病"
B3741,"念珠菌性膀胱炎和尿道炎"
B3742,"念珠菌性炎"
B3749,"其他泌尿生殖系统念珠菌病"
B375,"念珠菌性脑膜炎"
B376,"念珠菌性心内膜炎"
B377,"念珠菌脓毒症"
B378,"其他部位的念珠菌病"
B3781,"念珠菌性食管炎"
B3782,"念珠菌性肠炎"
B3783,"念珠菌性唇炎"
B3784,"念珠菌性外耳道炎"
B3789,"念珠菌病的其他部位"
B379,"念珠菌病，未指定"
B38,"球孢子菌病"
B380,"急性肺球孢子菌病"
B381,"慢性肺球孢子菌病"
B382,"肺球孢子菌病，未指定"
B383,"皮肤球孢子菌病"
B384,"球孢子菌病 脑膜炎"
B387,"播散性球孢子菌病"
B388,"其他形式的球孢子菌病"
B3881,"前列腺球孢子菌病"
B3889,"其他形式的球孢子菌病"
B389,"球孢子菌病，未指定"
B39,"组织胞浆菌病"
B390,"急性肺组织胞浆菌病 荚膜"
B391,"慢性肺组织胞浆菌病 capsulati"
B392,"荚膜肺组织胞浆菌病，未指定"
B393,"播散性荚膜组织胞浆菌病"
B394,"荚膜组织胞浆菌病，未指定"
B395,"杜波伊斯组织胞浆菌病"
B399,"组织胞浆菌病，未指定"
B40,"芽生菌病"
B400,"急性肺芽生菌病"
B401,"慢性肺芽生菌病"
B402,"肺芽生菌病，未指定"
B403,"皮肤芽生菌病"
B407,"播散性芽生菌病"
B408,"其他形式的芽生菌病"
B4081,"芽生菌性脑膜脑炎"
B4089,"其他形式的芽生菌病"
B409,"芽生菌病，未指定"
B41,"副球孢子菌病"
B410,"肺副球孢子菌病"
B417,"播散性副球孢子菌病"
B418,"其他形式的副球孢子菌病"
B419,"副球孢子菌病，未指定"
B42,"孢子丝虫病"
B420,"肺孢子丝菌病"
B421,"淋巴皮肤孢子丝菌病"
B427,"播散性孢子丝菌病"
B428,"其他形式的孢子丝菌病"
B4281,"脑孢子丝菌病"
B4282,"孢子丝菌病关节炎"
B4289,"其他形式的孢子丝菌病"
B429,"孢子丝菌病，未指定"
B43,"染色体真菌病和嗜苯酵母菌脓肿"
B430,"皮肤色菌病"
B431,"嗜脓菌性脑脓肿"
B432,"皮下嗜苯瘤脓肿和囊肿"
B438,"其他形式的色菌病"
B439,"染色体菌病，未指定"
B44,"曲霉病"
B440,"侵袭性肺曲霉病"
B441,"其他肺曲霉病"
B442,"扁桃体曲霉病"
B447,"播散性曲霉病"
B448,"其他形式的曲霉病"
B4481,"过敏性支气管肺曲霉病"
B4489,"其他形式的曲霉病"
B449,"曲霉菌病，未指定"
B45,"隐 球菌"
B450,"肺隐球菌病"
B451,"脑隐球菌病"
B452,"皮肤隐球菌病"
B453,"骨性隐球菌病"
B457,"播散性隐球菌病"
B458,"其他形式的隐球菌病"
B459,"隐球菌病，未指定"
B46,"接合菌病"
B460,"肺毛霉菌病"
B461,"鼻脑毛霉菌病"
B462,"胃肠道毛霉菌病"
B463,"皮肤毛霉菌病"
B464,"播散性毛霉菌病"
B465,"毛霉菌病，未指定"
B468,"其他接合菌病"
B469,"接合菌病，未指定"
B47,"足菌肿"
B470,"真菌瘤"
B471,"放线菌"
B479,"足菌瘤，未指定"
B48,"其他未分类的真菌病"
B480,"叶霉菌病"
B481,"鼻孢子虫病"
B482,"Allescheriasis 阿莱舍利菌病"
B483,"地毛症"
B484,"青霉病"
B488,"其他特定的真菌病"
B49,"未指明的蕈样肉芽肿"
B50,"恶性疟原虫疟疾"
B500,"伴有脑并发症的恶性疟原虫疟疾"
B508,"其他严重和复杂的 恶性疟原虫 疟疾"
B509,"恶性疟原虫疟疾，未指定"
B51,"间日疟原虫疟疾"
B510,"间日疟原虫疟疾伴脾破裂"
B518,"间日疟原虫疟疾及其并发症"
B519,"无并发症的间日疟原虫疟疾"
B52,"疟原虫疟疾"
B520,"疟原虫疟疾伴肾病"
B528,"疟原虫疟疾伴其他并发症"
B529,"疟原虫疟疾 无并发症"
B53,"其他特定疟疾"
B530,"卵形疟原虫疟疾"
B531,"猿猴疟原虫引起的疟疾"
B538,"其他未分类的疟疾"
B54,"未指明的疟疾"
B55,"利什曼病"
B550,"内脏利什曼病"
B551,"皮肤利什曼病"
B552,"皮肤粘膜利什曼病"
B559,"利什曼病，未指定"
B56,"非洲锥虫病"
B560,"冈比亚锥虫病"
B561,"罗得西亚锥虫病"
B569,"非洲锥虫病，未指明"
B57,"美洲锥虫病"
B570,"急性恰加斯病伴心脏受累"
B571,"不伴心脏受累的急性美洲锥虫病"
B572,"伴有心脏受累的美洲锥虫病（慢性）"
B573,"消化系统受累的美洲锥虫病（慢性）"
B5730,"消化系统受累的美洲锥虫病，未明确"
B5731,"美洲锥虫病中的巨食管"
B5732,"美洲锥虫病中的巨结肠"
B5739,"美洲锥虫病的其他消化系统参与"
B574,"伴有神经系统受累的美洲锥虫病（慢性）"
B5740,"神经系统受累的美洲锥虫病，未明确"
B5741,"美洲锥虫病中的脑膜炎"
B5742,"美洲锥虫病中的脑膜脑炎"
B5749,"美洲锥虫病的其他神经系统参与"
B575,"美洲锥虫病（慢性）伴其他器官受累"
B58,"弓形体病"
B580,"弓形虫眼部病"
B5800,"弓形虫眼病，未指定"
B5801,"弓形虫脉络膜视网膜炎"
B5809,"其他弓形虫眼病"
B581,"弓形虫肝炎"
B582,"弓形虫脑膜脑炎"
B583,"肺弓形虫病"
B588,"弓形虫病伴其他器官受累"
B5881,"弓形虫心肌炎"
B5882,"弓形虫肌炎"
B5883,"弓形虫 tubulo-interstitial 肾病"
B5889,"弓形虫病伴其他器官受累"
B589,"弓形虫病，未指定"
B59,"肺孢子菌病"
B60,"其他未分类的原生动物疾病"
B600,"巴贝西虫病"
B6000,"巴贝虫病，未指定"
B6001,"田鼠巴贝虫引起的巴贝虫病"
B6002,"由邓氏巴贝虫引起的巴贝西虫病"
B6003,"巴贝虫分化症引起的巴贝西虫病"
B6009,"其他巴贝西虫病"
B601,"棘阿米巴病"
B6010,"棘阿美巴病，未指定"
B6011,"棘阿米巴 （culbertsoni） 引起的脑膜脑炎"
B6012,"棘阿米巴引起的结膜炎"
B6013,"棘阿米巴引起的角膜结膜炎"
B6019,"其他棘阿米贝病"
B602,"Naegleriasis"
B608,"其他特定的原生动物疾病"
B64,"未指明的原生动物病"
B65,"血吸虫病 [bilharziasis]"
B650,"埃及血吸虫引起的血吸虫病 [尿路血吸虫病]"
B651,"曼氏血吸虫引起的血吸虫病 [肠道血吸虫病]"
B652,"日本血吸虫引起的血吸虫病"
B653,"尾蚴性皮炎"
B658,"其他血吸虫病"
B659,"血吸虫病，未指定"
B66,"其他吸虫感染"
B660,"Opisthorchiasis （后睾丸）"
B661,"华支睾吸虫病"
B662,"双孢杆菌病"
B663,"片形吸虫病"
B664,"并殖吸虫病"
B665,"片吸虫病"
B668,"其他特定的吸虫感染"
B669,"吸虫感染，未指定"
B67,"包虫病"
B670,"肝脏细粒棘球蚴感染"
B671,"肺部细粒棘球蚴感染"
B672,"细粒棘球蚴骨感染"
B673,"细粒棘球绦球蚴感染，其他和多个部位"
B6731,"细粒棘球绦虫感染、甲状腺"
B6732,"细粒棘球蚴感染，多个部位"
B6739,"细粒棘球蚴感染，其他部位"
B674,"细粒棘球蚴感染，未指定"
B675,"肝脏多房棘球绦虫感染"
B676,"多房棘球绦球绦虫感染，其他和多个部位"
B6761,"多房棘球蚴感染，多个部位"
B6769,"多房棘球蚴感染，其他部位"
B677,"多房棘球蚴感染，未指定"
B678,"未指明的肝脏棘球蚴病"
B679,"棘球蚴病，其他和未指定"
B6790,"棘球蚴病，未指定"
B6799,"其他棘球蚴病"
B68,"绦虫病"
B680,"猪带绦虫 绦虫病"
B681,"绦虫 taeniasis"
B689,"绦虫病，未指定"
B69,"囊尾蚴病"
B690,"中枢神经系统囊虫病"
B691,"眼球菌病"
B698,"其他部位的囊虫病"
B6981,"囊虫病中的肌炎"
B6989,"其他部位的囊虫病"
B699,"囊虫病，未指定"
B70,"裂头病和斯帕加诺病"
B700,"裂头裂脑病"
B701,"斯帕加诺病"
B71,"其他绦虫感染"
B710,"膜痣"
B711,"双焦虫病"
B718,"其他特定的绦虫感染"
B719,"Cestode 感染，未明确"
B72,"麦地那龙线虫病"
B73,"盘尾丝虫病"
B730,"盘尾丝虫病伴眼病"
B7300,"盘尾丝虫病伴眼部受累，未指明"
B7301,"盘尾丝虫病伴眼内炎"
B7302,"盘尾丝虫病伴青光眼"
B7309,"盘尾丝虫病伴有其他眼部受累"
B731,"无眼病的盘尾丝虫病"
B74,"丝虫病"
B740,"班克罗夫蒂丝虫病"
B741,"马来布鲁氏菌引起的丝虫病"
B742,"蒂莫里布鲁氏菌引起的丝虫病"
B743,"罗阿丝虫病"
B744,"曼森内苗病"
B748,"其他丝虫酶"
B749,"丝虫病，未指定"
B75,"旋毛虫病"
B76,"钩虫病"
B760,"钩虫病"
B761,"坏死症"
B768,"其他钩虫病"
B769,"钩虫病，未指定"
B77,"蛔虫病"
B770,"蛔虫病伴肠道并发症"
B778,"蛔虫病伴其他并发症"
B7781,"蛔虫病肺炎"
B7789,"蛔虫病伴其他并发症"
B779,"蛔虫病，未指定"
B78,"类圆线虫病"
B780,"肠道类圆线虫病"
B781,"皮肤类圆线虫病"
B787,"播散性类圆线虫病"
B789,"类圆线虫病，未指定"
B79,"铈虫病"
B80,"蛲虫病"
B81,"其他肠道蠕虫病，未在其他地方分类"
B810,"异尖线虫病"
B811,"肠毛细血管病"
B812,"毛圆线虫病"
B813,"肠血管圆线虫病"
B814,"混合性肠道蠕虫病"
B818,"其他特定的肠道蠕虫病"
B82,"未指明的肠道寄生虫"
B820,"肠道蠕虫病，未指定"
B829,"肠道寄生虫，未指定"
B83,"其他蠕虫病"
B830,"内脏幼虫移行"
B831,"颚口瘤病"
B832,"副圆线虫引起的血管圆线虫病"
B833,"同胞病"
B834,"内部水蛭虫病"
B838,"其他特定的蠕虫"
B839,"蠕虫病，未指定"
B85,"虱病和肺结核"
B850,"由头虱引起的虱病"
B851,"由人虱引起的虱病"
B852,"虱病，未指定"
B853,"肺结核"
B854,"混合性虱病和肺结核病"
B86,"疥疮"
B87,"蝇蛆病"
B870,"皮肤蝇蛆病"
B871,"伤口蝇蛆病"
B872,"眼蝇蝇病"
B873,"鼻咽蝇蛆病"
B874,"耳蝇蝇病"
B878,"其他部位的蝇蛆病"
B8781,"泌尿生殖系统蝇蛆病"
B8782,"肠道蝇蛆病"
B8789,"其他部位的蝇蛆病"
B879,"蝇蛆病，未指定"
B88,"其他侵扰"
B880,"其他螨虫病"
B881,"沙蚤病 [沙蚤侵扰]"
B882,"其他节肢动物感染"
B883,"外部水蛭虫病"
B888,"其他指定的侵扰"
B889,"侵染，未指定"
B89,"未指定的寄生虫病"
B90,"结核病后遗症"
B900,"中枢神经系统结核的后遗症"
B901,"泌尿生殖系统结核的后遗症"
B902,"骨骼和关节结核病的后遗症"
B908,"其他器官结核病的后遗症"
B909,"呼吸系统和未指明结核病的后遗症"
B91,"脊髓灰质炎的后遗症"
B92,"麻风病的后遗症"
B94,"其他未指明的感染性疾病和寄生虫病的后遗症"
B940,"沙眼后遗症"
B941,"病毒性脑炎的后遗症"
B942,"病毒性肝炎的后遗症"
B948,"其他特定感染性疾病和寄生虫病的后遗症"
B949,"未特异性感染性和寄生虫病的后遗症"
B95,"链球菌、葡萄球菌和肠球菌是其他分类疾病的原因"
B950,"链球菌，A 组，作为其他分类疾病的原因"
B951,"链球菌，B 组，作为其他分类疾病的原因"
B952,"肠球菌是其他分类疾病的原因"
B953,"肺炎链球菌是其他分类疾病的原因"
B954,"其他链球菌是其他分类疾病的原因"
B955,"未指明的链球菌是其他分类疾病的原因"
B956,"金黄色葡萄球菌是其他分类疾病的原因"
B9561,"甲氧西林敏感 金黄色葡萄球菌 感染是其他分类疾病的原因"
B9562,"耐甲氧西林 金黄色葡萄球菌 感染是其他分类疾病的原因"
B957,"其他葡萄球菌是其他分类疾病的原因"
B958,"未指明的葡萄球菌是其他分类疾病的原因"
B96,"其他细菌制剂是其他分类疾病的原因"
B960,"肺炎支原体 [M. pneumoniae] 是其他分类疾病的原因"
B961,"肺炎克雷伯菌 [K. pneumoniae] 是其他分类疾病的原因"
B962,"大肠杆菌 [E. coli ] 是其他分类疾病的原因"
B9620,"未指明的大肠埃希菌 [E. coli] 是其他分类疾病的原因"
B9621,"产志贺毒素大肠埃希菌 [E. coli] [STEC] O157 是其他分类疾病的原因"
B9622,"其他指定的产志贺毒素大肠埃希菌 [E. coli] [STEC] 是其他分类疾病的原因"
B9623,"未指明的产志贺毒素大肠埃希菌 [E. coli] [STEC] 是其他分类疾病的原因"
B9629,"其他大肠杆菌 [E. coli] 是其他分类疾病的原因"
B963,"流感嗜血杆菌 [H. influenzae] 是其他分类疾病的原因"
B964,"变形杆菌 （mirabilis） （morganii） 是其他分类疾病的原因"
B965,"假单胞菌 （铜绿假单胞菌） （鼻疽） （pseudomallei） 是其他分类疾病的原因"
B966,"脆弱拟杆菌 [B. fragilis] 是其他分类疾病的原因"
B967,"产气荚膜梭菌 [C. perfringens] 是其他分类疾病的原因"
B968,"其他特定细菌制剂作为其他分类疾病的原因"
